ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
22,1,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,387.992673992674,6.538461538461538,0,1,14
22,2,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,517.5338983050848,3.457627118644068,0,2,17
22,3,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,370.5018587360595,9.078066914498141,0,3,25
22,4,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,402.57055214723925,13.883435582822086,0,4,42
22,5,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,622.390756302521,19.235294117647058,0,5,48
22,6,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,36.90625,25.625,0,6,55
22,7,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,416.81290322580645,35.251612903225805,0,7,85
22,8,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,315.015923566879,42.47133757961783,0,8,98
22,9,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,340.5625,43.69921875,0,9,103
22,10,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,95.61514195583597,51.277602523659304,0,10,112
22,11,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,568.7113402061856,50.19072164948454,0,11,126
22,12,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,400.63837638376384,56.708487084870846,0,12,135
22,13,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,448.2436974789916,57.53781512605042,0,13,144
22,14,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,368.48039215686276,65.57352941176471,0,14,149
22,15,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,302.63157894736844,64.91052631578947,0,15,153
22,16,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,395.2570093457944,68.57476635514018,0,16,154
22,17,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,447.28,66.104,0,17,155
22,18,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,60.854304635761586,84.54304635761589,0,18,194
22,19,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,398.77837837837836,82.64324324324325,0,19,199
22,20,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,445.12393162393164,101.63675213675214,0,20,235
22,21,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,464.7012195121951,100.28658536585365,0,21,240
22,22,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,326.5141509433962,101.96698113207547,0,22,244
22,23,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,352.14666666666665,105.64,0,23,254
22,24,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,58.137614678899084,111.37308868501529,0,24,260
22,25,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,343.96774193548384,115.26344086021506,0,25,280
22,26,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,355.6789667896679,122.36531365313652,0,26,286
22,27,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,286.88028169014086,123.60915492957747,0,27,291
22,28,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,334.8142857142857,122.97142857142858,0,28,295
22,29,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,413.9906976744186,139.8046511627907,0,29,334
22,30,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,252.80057803468208,142.1387283236994,0,30,339
22,31,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,531.1330049261084,139.70443349753694,0,31,341
22,32,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,519.4087591240876,140.8978102189781,0,32,348
22,33,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,339.26296296296294,149.5,0,33,357
22,34,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,409.6686046511628,155.25,0,34,380
22,35,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,84.05454545454545,158.8212121212121,0,35,382
22,36,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,385.71875,162.10714285714286,0,36,395
22,37,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,340.3703703703704,166.32804232804233,0,37,404
22,38,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,351.9382716049383,166.7037037037037,0,38,419
22,39,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,369.82369942196533,172.97687861271677,0,39,420
22,40,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,215.1159420289855,169.91787439613526,0,40,421
22,41,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,555.4931506849315,171.61301369863014,0,41,422
22,42,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,107.54950495049505,178.990099009901,0,42,439
22,43,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,33.26335877862596,191.16412213740458,0,43,466
22,44,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,254.4771573604061,194.89340101522842,0,44,478
22,45,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,508.0811518324607,201.02094240837695,0,45,489
22,46,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,262.609243697479,206.2268907563025,0,46,500
22,47,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,311.0394736842105,207.52631578947367,0,47,506
22,48,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,15.53954802259887,221.57627118644066,0,48,533
22,49,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,2.1272727272727274,222.07272727272726,0,49,545
22,50,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,588.9952830188679,230.63679245283018,0,50,560
22,51,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,2.975609756097561,239.1829268292683,0,51,588
22,52,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,58.05038759689923,245.56201550387595,0,52,590
