ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_BCells1_Count,Children_TCells1_Count,Intensity_IntegratedIntensityEdge_B220,Intensity_IntegratedIntensityEdge_CD3,Intensity_IntegratedIntensityEdge_DAPI,Intensity_IntegratedIntensityEdge_PulpMask,Intensity_IntegratedIntensityEdge_TZoneMask,Intensity_IntegratedIntensity_B220,Intensity_IntegratedIntensity_CD3,Intensity_IntegratedIntensity_DAPI,Intensity_IntegratedIntensity_PulpMask,Intensity_IntegratedIntensity_TZoneMask,Intensity_LowerQuartileIntensity_B220,Intensity_LowerQuartileIntensity_CD3,Intensity_LowerQuartileIntensity_DAPI,Intensity_LowerQuartileIntensity_PulpMask,Intensity_LowerQuartileIntensity_TZoneMask,Intensity_MADIntensity_B220,Intensity_MADIntensity_CD3,Intensity_MADIntensity_DAPI,Intensity_MADIntensity_PulpMask,Intensity_MADIntensity_TZoneMask,Intensity_MassDisplacement_B220,Intensity_MassDisplacement_CD3,Intensity_MassDisplacement_DAPI,Intensity_MassDisplacement_PulpMask,Intensity_MassDisplacement_TZoneMask,Intensity_MaxIntensityEdge_B220,Intensity_MaxIntensityEdge_CD3,Intensity_MaxIntensityEdge_DAPI,Intensity_MaxIntensityEdge_PulpMask,Intensity_MaxIntensityEdge_TZoneMask,Intensity_MaxIntensity_B220,Intensity_MaxIntensity_CD3,Intensity_MaxIntensity_DAPI,Intensity_MaxIntensity_PulpMask,Intensity_MaxIntensity_TZoneMask,Intensity_MeanIntensityEdge_B220,Intensity_MeanIntensityEdge_CD3,Intensity_MeanIntensityEdge_DAPI,Intensity_MeanIntensityEdge_PulpMask,Intensity_MeanIntensityEdge_TZoneMask,Intensity_MeanIntensity_B220,Intensity_MeanIntensity_CD3,Intensity_MeanIntensity_DAPI,Intensity_MeanIntensity_PulpMask,Intensity_MeanIntensity_TZoneMask,Intensity_MedianIntensity_B220,Intensity_MedianIntensity_CD3,Intensity_MedianIntensity_DAPI,Intensity_MedianIntensity_PulpMask,Intensity_MedianIntensity_TZoneMask,Intensity_MinIntensityEdge_B220,Intensity_MinIntensityEdge_CD3,Intensity_MinIntensityEdge_DAPI,Intensity_MinIntensityEdge_PulpMask,Intensity_MinIntensityEdge_TZoneMask,Intensity_MinIntensity_B220,Intensity_MinIntensity_CD3,Intensity_MinIntensity_DAPI,Intensity_MinIntensity_PulpMask,Intensity_MinIntensity_TZoneMask,Intensity_StdIntensityEdge_B220,Intensity_StdIntensityEdge_CD3,Intensity_StdIntensityEdge_DAPI,Intensity_StdIntensityEdge_PulpMask,Intensity_StdIntensityEdge_TZoneMask,Intensity_StdIntensity_B220,Intensity_StdIntensity_CD3,Intensity_StdIntensity_DAPI,Intensity_StdIntensity_PulpMask,Intensity_StdIntensity_TZoneMask,Intensity_UpperQuartileIntensity_B220,Intensity_UpperQuartileIntensity_CD3,Intensity_UpperQuartileIntensity_DAPI,Intensity_UpperQuartileIntensity_PulpMask,Intensity_UpperQuartileIntensity_TZoneMask,Location_CenterMassIntensity_X_B220,Location_CenterMassIntensity_X_CD3,Location_CenterMassIntensity_X_DAPI,Location_CenterMassIntensity_X_PulpMask,Location_CenterMassIntensity_X_TZoneMask,Location_CenterMassIntensity_Y_B220,Location_CenterMassIntensity_Y_CD3,Location_CenterMassIntensity_Y_DAPI,Location_CenterMassIntensity_Y_PulpMask,Location_CenterMassIntensity_Y_TZoneMask,Location_CenterMassIntensity_Z_B220,Location_CenterMassIntensity_Z_CD3,Location_CenterMassIntensity_Z_DAPI,Location_CenterMassIntensity_Z_PulpMask,Location_CenterMassIntensity_Z_TZoneMask,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_B220,Location_MaxIntensity_X_CD3,Location_MaxIntensity_X_DAPI,Location_MaxIntensity_X_PulpMask,Location_MaxIntensity_X_TZoneMask,Location_MaxIntensity_Y_B220,Location_MaxIntensity_Y_CD3,Location_MaxIntensity_Y_DAPI,Location_MaxIntensity_Y_PulpMask,Location_MaxIntensity_Y_TZoneMask,Location_MaxIntensity_Z_B220,Location_MaxIntensity_Z_CD3,Location_MaxIntensity_Z_DAPI,Location_MaxIntensity_Z_PulpMask,Location_MaxIntensity_Z_TZoneMask,Number_Object_Number,Parent_Nuclei
22,133,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,160,224,89,63,75,47,81.925,54.1875,1.0813165962067077,0.6071316517461577,14.27299292922217,1,0.7142857142857143,0.924798531260901,16.116640645228035,15.652475842498529,6.082762530298219,2.6393396879059203,2.23606797749979,12.551432648843779,12.806302913510352,-0.19810357268128595,46.62741699796952,0.935672514619883,0,0,0.5446860461961478,0.07968261442147195,5.739299673587084,0.0,0.0,3.3834439737256616,0.090241857804358,53.09788667038083,0.0,0.0,0.0,0.0,0.10037384927272797,0.0,0.0,0.0,0.0,0.17836269736289978,0.0,0.0,2.4530605219010777,5.069302873016323,0.7638167292021015,nan,nan,0.16910047829151154,0.0628824308514595,0.5255970358848572,0.0,0.0,0.16910047829151154,0.0628824308514595,1.0,0.0,0.0,0.013617151154903695,0.0019920653605367987,0.1434824918396771,0.0,0.0,0.021146524835785385,0.0005640116112772375,0.33186179168988017,0.0,0.0,0.0,0.0,0.24570077657699585,0.0,0.0,0.0,0.0,0.02072175219655037,0.0,0.0,0.0,0.0,0.02072175219655037,0.0,0.0,0.03319874492625678,0.010054424960621991,0.14201643533640873,0.0,0.0,0.03506080416167564,0.005139027942765224,0.26177873062364354,0.0,0.0,0.030930036678910255,0.0,0.5471274852752686,0.0,0.0,80.42034149018806,86.8960094717395,81.32056859932561,nan,nan,56.12489740191839,55.18092662046457,54.6544889481431,nan,nan,0.0,0.0,0.0,nan,nan,81.925,54.1875,0,77.0,88.0,81.0,87.0,84.0,59.0,54.0,53.0,57.0,53.0,0.0,0.0,0.0,0.0,0.0,133,133
22,134,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,496,648,159,72,132,48,144.5766129032258,59.83467741935484,1.0991315521216154,0.6058870207245186,25.13019725725687,1,0.7654320987654321,0.9098092017008653,28.33716041300297,27.51363298439521,10.770329614269007,4.278192327897697,4.0,21.565608539944176,22.543647835472825,1.3207022747765633,82.76955262170047,0.9520153550863724,0,0,0.2689555217511952,0.03855954948812723,6.193743754178286,0.0,0.0,3.7403525148984045,0.6703746190760285,245.84161162562668,0.0,0.0,0.0,0.0,0.045227739959955215,0.0,0.0,0.0,0.0,0.44800490140914917,0.0,0.0,3.0655475076219423,2.256098465645978,1.1049771079609898,nan,nan,0.06178377941250801,0.02996871992945671,0.6839093565940857,0.0,0.0,0.15440604090690613,0.09852750599384308,1.0,0.0,0.0,0.003735493357655489,0.0005355492984462115,0.08602421880803174,0.0,0.0,0.007541033296166138,0.001351561732008122,0.49564841053553765,0.0,0.0,0.0,0.0,0.5519950985908508,0.0,0.0,0.0,0.0,0.005035477224737406,0.0,0.0,0.0,0.0,0.005035477224737406,0.0,0.0,0.010799695650206114,0.0036348543968996554,0.15353915026380918,0.0,0.0,0.019470976819328863,0.006415701152359157,0.412298770206306,0.0,0.0,0.0009460593573749065,0.0,0.9509879946708679,0.0,0.0,147.5965919160398,142.65404138682828,144.30488876586074,nan,nan,59.308076732258854,61.015227736379536,58.76363101406184,nan,nan,0.0,0.0,0.0,nan,nan,144.5766129032258,59.83467741935484,0,154.0,138.0,140.0,145.0,136.0,56.0,63.0,58.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,134,134
22,135,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,271,400,411,68,391,48,400.63837638376384,56.708487084870846,1.213473495456035,0.7588047670762325,18.575465448360347,1,0.6775,0.8240806278378503,23.325417240820517,22.80350850198276,7.0710678118654755,3.0561896064534,2.8284271247461903,15.035737244824839,15.192267478903775,0.9693731363292124,64.2842712474619,0.9124579124579124,0,1,1.1976043418981135,8.452384200878441,7.769024182111025,0.0,0.0,6.29481958784163,64.34245824161917,118.91082673892379,0.0,0.0,0.0,0.12179751135408878,0.1189288180321455,0.0,0.0,0.00885023269802332,0.0941481664776802,0.2517586052417755,0.0,0.0,2.040199537341502,0.6962717216255615,0.47501138176194047,nan,nan,0.12964065372943878,0.5564965009689331,0.5759822726249695,0.0,0.0,0.1573662906885147,1.0,1.0,0.0,0.0,0.02138579181960917,0.1509354321585436,0.13873257468055403,0.0,0.0,0.02322811656030122,0.23742604517202645,0.438785338520014,0.0,0.0,0.00885023269802332,0.19615472853183746,0.5104066431522369,0.0,0.0,0.0,0.0,0.03495841845870018,0.0,0.0,0.0,0.0,0.03495841845870018,0.0,0.0,0.027716819640561444,0.14565236556826536,0.1254847647051396,0.0,0.0,0.03160655417479686,0.16308269688436516,0.28823143499922954,0.0,0.0,0.03609521500766277,0.33824673295021057,0.6712253093719482,0.0,0.0,402.64672473004055,401.3267606238141,400.16594363278557,nan,nan,56.349389504572535,56.81299281861717,56.659059272796156,nan,nan,0.0,0.0,0.0,nan,nan,400.63837638376384,56.708487084870846,0,399.0,404.0,406.0,409.0,406.0,55.0,52.0,59.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,135,135
22,136,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,156,252,544,65,530,47,536.974358974359,55.30769230769231,1.160578990777304,0.7342270662175524,14.093451279891855,1,0.6190476190476191,0.8616388957120831,17.22695739648934,17.11724276862369,5.830951894845301,2.484222757829449,2.23606797749979,11.029740360216696,11.695449954658493,-0.19448093358148938,47.698484809834994,0.9176470588235294,0,0,0.9506370623130351,0.0041962312534451485,4.084611317142844,0.0,0.0,2.52701609255746,0.024078737245872617,28.155199678614736,0.0,0.0,0.0,0.0,0.0800488293170929,0.0,0.0,0.0,0.0,0.05752651393413544,0.0,0.0,2.312141258697299,3.153466832105643,1.2509636696782385,nan,nan,0.16101320087909698,0.0041962312534451485,0.4455176591873169,0.0,0.0,0.16101320087909698,0.014984359964728355,0.5494468808174133,0.0,0.0,0.024375309290077824,0.00010759567316526022,0.10473362351648319,0.0,0.0,0.016198821106137566,0.00015435087978123472,0.18048204922188932,0.0,0.0,0.0,0.0,0.12259098142385483,0.0,0.0,0.0,0.0,0.03036545403301716,0.0,0.0,0.0,0.0,0.03036545403301716,0.0,0.0,0.03824532940429211,0.0006632642743188037,0.08886915721801172,0.0,0.0,0.031126086596838982,0.0012631392091687747,0.1360363926402038,0.0,0.0,0.018417639657855034,0.0,0.27589836716651917,0.0,0.0,534.9579428514428,538.9626109202969,535.8859399533313,nan,nan,56.43909109654347,57.75538658203796,54.69104480910012,nan,nan,0.0,0.0,0.0,nan,nan,536.974358974359,55.30769230769231,0,531.0,539.0,534.0,542.0,533.0,59.0,58.0,53.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,136,136
22,137,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,264,360,616,70,598,50,605.7159090909091,59.19318181818182,1.2362632832340226,0.5756411529011147,18.333991376950163,1,0.7333333333333333,0.8088891853068984,20.688972438393225,21.2602916254693,7.615773105863909,3.0849173336196034,3.0,17.0,16.91742302516998,-0.4337721343001195,64.04163056034261,0.9072164948453608,0,0,1.5426718420349061,0.04307621996849775,12.185046095401049,0.0,0.0,5.021561000263318,0.18831159197725356,124.54522039555013,0.0,0.0,0.0,0.0,0.17201495170593262,0.0,0.0,0.004074159078299999,0.0,0.24597543478012085,0.0,0.0,1.4363172104832718,5.318096182153123,1.6147841065018245,nan,nan,0.14866864681243896,0.012603952549397945,0.8269321918487549,0.0,0.0,0.14866864681243896,0.04277103766798973,1.0,0.0,0.0,0.027064418281314142,0.0007557231573420658,0.21377273851580786,0.0,0.0,0.019021064394936813,0.0007133014847623241,0.47176219846799294,0.0,0.0,0.004074159078299999,0.0,0.503181517124176,0.0,0.0,0.0,0.0,0.019638361409306526,0.0,0.0,0.0,0.0,0.019638361409306526,0.0,0.0,0.037416894184922354,0.0025632482159407524,0.22074935028028325,0.0,0.0,0.028703090481392617,0.00358307230733983,0.2996351436512901,0.0,0.0,0.029358359053730965,0.0,0.7110093832015991,0.0,0.0,606.5108785558023,601.3540231831312,604.5155626591342,nan,nan,57.99692487294892,56.1507981589173,58.11304471839494,nan,nan,0.0,0.0,0.0,nan,nan,605.7159090909091,59.19318181818182,0,607.0,601.0,602.0,611.0,613.0,50.0,55.0,63.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,137,137
22,138,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,187,289,229,66,212,49,219.7326203208556,57.74331550802139,1.163297105807897,0.4538014574773662,15.430353037616328,1,0.6470588235294118,0.8596256235895224,16.5602095770009,16.64331697709324,6.708203932499369,2.722908425451118,2.23606797749979,14.4,14.756849466674472,0.43951964148738887,52.2842712474619,0.9211822660098522,0,0,2.3105363682843745,0.0041962312534451485,11.172838937491179,0.0,0.0,4.336141011212021,0.2941329116001725,108.83654563501477,0.0,0.0,0.0,0.0,0.27864500135183334,0.0,0.0,0.0,0.0,0.22912949323654175,0.0,0.0,4.479382453617822,0.3381698080077235,0.7765755175005984,nan,nan,0.3329823613166809,0.0041962312534451485,0.7188525199890137,0.0,0.0,0.3329823613166809,0.05337605997920036,1.0,0.0,0.0,0.05251219018828124,9.536889212375337e-05,0.25392815767025406,0.0,0.0,0.02318791984605359,0.001572903270589158,0.5820136130214694,0.0,0.0,0.0,0.0,0.6531471610069275,0.0,0.0,0.0,0.0,0.05572594702243805,0.0,0.0,0.0,0.0,0.05572594702243805,0.0,0.0,0.08519072860135593,0.000625375647232301,0.17843202868819943,0.0,0.0,0.05383405454111623,0.005978417578654475,0.2978800784729314,0.0,0.0,0.017673762049525976,0.0,0.8360151201486588,0.0,0.0,219.9115033671988,219.8821332169837,219.2293657816757,nan,nan,53.26750630503807,58.046638294734436,58.33475815374129,nan,nan,0.0,0.0,0.0,nan,nan,219.7326203208556,57.74331550802139,0,215.0,219.0,220.0,225.0,223.0,51.0,60.0,57.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,138,138
22,139,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,202,306,328,66,310,49,318.84653465346537,56.59405940594059,1.1608785599120919,0.7072333112749142,16.03728119216293,1,0.6601307189542484,0.8614165465126047,19.313359233750365,18.027756377319946,6.324555320336759,2.7423367963651315,2.23606797749979,12.521980673998822,13.654163123267102,-1.1255194178358094,54.2842712474619,0.926605504587156,0,0,4.67190053826198,0.4275272774975747,6.1306324657052755,0.0,0.0,8.931914249435067,0.7792477391194552,73.58840298838913,0.0,0.0,0.0,0.0,0.0953841470181942,0.0,0.0,0.0045929658226668835,0.0,0.20837721228599548,0.0,0.0,5.240476221940857,0.8384775438078631,0.19308846882211192,nan,nan,0.8538491129875183,0.08975356817245483,0.4790569841861725,0.0,0.0,0.8538491129875183,0.08975356817245483,1.0,0.0,0.0,0.10156305517960826,0.009294071249947276,0.1332746188196799,0.0,0.0,0.044217397274431025,0.003857662074848788,0.3642990246949957,0.0,0.0,0.0045929658226668835,0.0,0.28152894973754883,0.0,0.0,0.0,0.0,0.02725261263549328,0.0,0.0,0.0,0.0,0.02725261263549328,0.0,0.0,0.19071682177205848,0.020822962719835223,0.12047029632935265,0.0,0.0,0.10807075528306163,0.012025192896356151,0.2856794754802293,0.0,0.0,0.032402532175183296,0.0,0.5995193421840668,0.0,0.0,324.081658422761,318.7216260280203,318.65538869622503,nan,nan,56.830850775892024,57.42318088483225,56.62137935877259,nan,nan,0.0,0.0,0.0,nan,nan,318.84653465346537,56.59405940594059,0,323.0,314.0,318.0,323.0,322.0,61.0,63.0,60.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,139,139
22,140,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,241,323,391,67,374,48,382.448132780083,57.136929460580916,1.0679242070535881,0.5539191485448536,17.517155313611116,1,0.7461300309597523,0.9363960413997997,19.267783455469303,18.973665961010276,7.810249675906654,3.1330513758254703,2.8284271247461903,15.49415907744726,16.04178740425224,-0.13135491539479555,56.87005768508881,0.9525691699604744,0,0,1.0959182113874704,2.3349813115783036,4.893492013216019,0.0,0.0,2.284245064482093,3.902677958831191,110.45088889077306,0.0,0.0,0.0,0.0,0.10144960507750511,0.0,0.0,0.0,0.0,0.2618219256401062,0.0,0.0,3.773134413302397,5.956545320718064,0.315216056579087,nan,nan,0.1108720526099205,0.28134584426879883,0.2580300569534302,0.0,0.0,0.1108720526099205,0.28134584426879883,1.0,0.0,0.0,0.02236567778341776,0.047652679828128645,0.09986718394318406,0.0,0.0,0.009478195288307439,0.01619368447647797,0.4583024435301787,0.0,0.0,0.0,0.0,0.3252231627702713,0.0,0.0,0.0,0.0,0.032364387065172195,0.0,0.0,0.0,0.0,0.032364387065172195,0.0,0.0,0.035269615101808004,0.08033825381742446,0.058029890778737665,0.0,0.0,0.02103590991150444,0.04764486803154405,0.36781646921595734,0.0,0.0,0.008266575401648879,0.0010376134887337685,0.8845463991165161,0.0,0.0,379.3489425448104,387.9932789028449,382.2937290426376,nan,nan,54.98482277492657,59.312196486715074,57.41173966451842,nan,nan,0.0,0.0,0.0,nan,nan,382.448132780083,57.136929460580916,0,375.0,388.0,383.0,381.0,386.0,56.0,62.0,53.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,140,140
22,141,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,285,396,599,72,581,50,589.9157894736842,60.68771929824561,1.1963055892756826,0.6826234146723265,19.04923279949934,1,0.7196969696969697,0.8359068192646846,22.64752440076941,23.853720883753127,8.0,3.166097024937374,3.0,16.806861343965867,16.55013885729785,-0.628359675966222,65.45584412271572,0.9283387622149837,0,0,7.255542849190533,2.25278095388785,14.96218816563487,0.0,0.0,12.048981475876644,19.349721609149128,151.8710155915469,0.0,0.0,0.0,0.0,0.2707866132259369,0.0,0.0,0.0046005952171981335,0.04579232446849346,0.24928665161132812,0.0,0.0,1.9075094628138443,0.6899544066288907,0.49363249578274526,nan,nan,0.9370107650756836,0.22467383742332458,0.922011137008667,0.0,0.0,0.9370107650756836,0.26050201058387756,1.0,0.0,0.0,0.12509556636535402,0.03884105092910086,0.2579687614764633,0.0,0.0,0.042277127985532084,0.06789376003210221,0.5328807564615681,0.0,0.0,0.0046005952171981335,0.04579232446849346,0.5747005343437195,0.0,0.0,0.0,0.0,0.020965896546840668,0.0,0.0,0.0,0.0,0.020965896546840668,0.0,0.0,0.2097687096336429,0.06007176470036061,0.2663599735410391,0.0,0.0,0.11086736854167516,0.06987923227593934,0.3073722924207106,0.0,0.0,0.0357518894597888,0.1153009869158268,0.8063973635435104,0.0,0.0,589.1177893403319,589.5147892318408,590.4020194314265,nan,nan,58.955152376624945,60.12626058269459,60.60255199767449,nan,nan,0.0,0.0,0.0,nan,nan,589.9157894736842,60.68771929824561,0,586.0,584.0,586.0,595.0,595.0,54.0,61.0,65.0,56.0,52.0,0.0,0.0,0.0,0.0,0.0,141,141
22,142,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,459,700,189,75,161,50,175.38997821350762,61.44880174291939,1.3630806021406598,0.753027424281094,24.17471718621419,1,0.6557142857142857,0.7336323313746397,30.441026021398248,31.240998703626616,9.899494936611665,3.7625917240176485,3.1622776601683795,21.736418980879982,20.029864299429402,1.0355007518893744,88.66904755831213,0.8947368421052632,0,0,1.4512398005463183,0.0,13.721324583515525,0.0,0.0,3.730540947522968,0.46054780669510365,276.0282904561609,0.0,0.0,0.0,0.0,0.20280766114592552,0.0,0.0,0.0,0.0,0.27862972021102905,0.0,0.0,6.1861688424933865,3.601788934973761,1.6666509557258489,nan,nan,0.2577248811721802,0.0,0.9012741446495056,0.0,0.0,0.2577248811721802,0.048615243285894394,1.0,0.0,0.0,0.019349864007284244,0.0,0.18295099444687365,0.0,0.0,0.008127540190681848,0.0010033721278760429,0.6013688245232264,0.0,0.0,0.0,0.0,0.721370279788971,0.0,0.0,0.0,0.0,0.012176699936389923,0.0,0.0,0.0,0.0,0.012176699936389923,0.0,0.0,0.04230610726450655,0.0,0.18711973671541465,0.0,0.0,0.022894214315429238,0.004379684361692334,0.3626118176270432,0.0,0.0,0.005428397213108838,0.0,0.9527122974395752,0.0,0.0,170.7427775569036,178.74110398179212,176.9371590668335,nan,nan,57.36563985473823,62.768968254098574,62.06844423284703,nan,nan,0.0,0.0,0.0,nan,nan,175.38997821350762,61.44880174291939,0,165.0,180.0,174.0,185.0,164.0,51.0,66.0,66.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,142,142
22,143,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,185,240,442,66,426,51,434.0324324324324,58.41081081081081,1.1433592785795728,0.6273073948733423,15.347615963921077,1,0.7708333333333334,0.8746157211776232,17.671425467788232,17.804493814764857,6.324555320336759,2.7130465962438355,2.23606797749979,13.785549655720835,13.76200686551036,-1.2798464440710722,51.556349186104036,0.9296482412060302,0,0,4.228213906520978,1.1999542200937867,6.449317252263427,0.0,0.0,13.9768214605283,2.6932631391100585,78.19417096860707,0.0,0.0,0.0,0.0,0.11591897532343864,0.0,0.0,0.03618677146732807,0.0,0.2964446432888508,0.0,0.0,1.0870473467942492,5.658434654734017,1.0130998677309326,nan,nan,0.4910505712032318,0.4131685495376587,0.5723811984062195,0.0,0.0,0.4910505712032318,0.4131685495376587,1.0,0.0,0.0,0.08996199801108463,0.025530940853059292,0.13721951600560484,0.0,0.0,0.07555038627312594,0.014558179130324641,0.4226711944249031,0.0,0.0,0.03618677146732807,0.0,0.4045853316783905,0.0,0.0,0.0,0.0,0.018173495307564735,0.0,0.0,0.0,0.0,0.018173495307564735,0.0,0.0,0.11368449758040479,0.07702089131099531,0.12817037589904876,0.0,0.0,0.10079181535909745,0.045594461556986744,0.3072895026195089,0.0,0.0,0.10614175908267498,0.008636606624349952,0.7133631110191345,0.0,0.0,433.3975202310323,438.6687988198967,434.23710072678625,nan,nan,57.52845122952569,61.654572433230996,59.403021590475454,nan,nan,0.0,0.0,0.0,nan,nan,434.0324324324324,58.41081081081081,0,427.0,441.0,438.0,426.0,434.0,63.0,62.0,63.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,143,143
22,144,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,119,195,457,65,442,52,448.2436974789916,57.53781512605042,1.2929068081592807,0.8357528985653462,12.309163489997376,1,0.6102564102564103,0.7734509507484968,17.084811723531313,17.029386365926403,5.0,2.1012838862444276,2.0,9.1706052144883,9.381367855004829,1.0751418811848321,43.97056274847714,0.8814814814814815,0,1,4.439108840189874,4.954039775533602,9.15368876233697,0.0,0.0,11.531471700407565,19.582116462057456,41.77294569835067,0.0,0.0,0.0,0.0,0.0667009986937046,0.0,0.0,0.03348592296242714,0.07531853392720222,0.19005111791193485,0.0,0.0,3.2368744226855326,1.8390681702523486,1.289576708511429,nan,nan,0.47115281224250793,0.775143027305603,0.7163805365562439,0.0,0.0,0.6796215772628784,0.775143027305603,1.0,0.0,0.0,0.11382330359461215,0.127026660911118,0.2347099682650505,0.0,0.0,0.09690312353283667,0.16455560052149124,0.3510331571289972,0.0,0.0,0.03348592296242714,0.07531853392720222,0.2450980395078659,0.0,0.0,0.0,0.0,0.013412680476903915,0.0,0.0,0.0,0.0,0.013412680476903915,0.0,0.0,0.13440594752019872,0.2243064004006335,0.2094289785215029,0.0,0.0,0.12860952507391046,0.2051701212252234,0.30788236539871566,0.0,0.0,0.15167085826396942,0.29515526443719864,0.6309147775173187,0.0,0.0,451.45789881193105,447.7394160739168,447.6193454943024,nan,nan,57.920262272158155,59.30639421654401,58.66617352937353,nan,nan,0.0,0.0,0.0,nan,nan,448.2436974789916,57.53781512605042,0,451.0,451.0,446.0,443.0,444.0,55.0,62.0,58.0,57.0,52.0,0.0,0.0,0.0,0.0,0.0,144,144
22,145,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,375,504,583,77,559,56,570.776,65.304,1.1396734086737363,0.4044739767577705,21.850968611841584,1,0.7440476190476191,0.8774443558911519,23.095780337792203,24.698178070456937,9.848857801796104,3.7581420267226444,3.1622776601683795,20.0,21.12223453902983,1.2587873396949727,73.2842712474619,0.9398496240601504,0,0,2.519447620725259,0.27098497143015265,8.390905633568764,0.0,0.0,13.120363143505529,0.6575570390559733,155.05119367316365,0.0,0.0,0.0,0.0,0.12998397275805473,0.0,0.0,0.013336385134607553,0.0,0.25350576639175415,0.0,0.0,2.922014315034129,1.1849607120812218,0.6701587565383422,nan,nan,0.18300144374370575,0.05374227464199066,0.6382390856742859,0.0,0.0,0.29300373792648315,0.05374227464199066,1.0,0.0,0.0,0.03876073262654245,0.004168999560463887,0.1290908559010579,0.0,0.0,0.03498763504934808,0.0017534854374825954,0.4134698497951031,0.0,0.0,0.013336385134607553,0.0,0.41780728101730347,0.0,0.0,0.0,0.0,0.016464484855532646,0.0,0.0,0.0,0.0,0.016464484855532646,0.0,0.0,0.04705814314811113,0.0103501559540947,0.12400665373715511,0.0,0.0,0.04971753073964632,0.006274334157887582,0.2756297402469573,0.0,0.0,0.05482185073196888,0.0,0.6488593816757202,0.0,0.0,571.1916152185671,569.9555148092304,570.8998421497141,nan,nan,68.19630559370198,64.44905208292909,64.64538335815196,nan,nan,0.0,0.0,0.0,nan,nan,570.776,65.304,0,572.0,569.0,571.0,571.0,574.0,72.0,56.0,65.0,64.0,57.0,0.0,0.0,0.0,0.0,0.0,145,145
22,146,,,0,0,X4,X4,Y1,Y1,WT1D,WT1D,196,238,630,70,613,56,621.7448979591836,61.93877551020408,1.1795149666762998,0.6621292102294905,15.797308339337176,1,0.8235294117647058,0.8478061137433918,18.62597592261905,19.1049731745428,6.082762530298219,2.739540478709227,2.23606797749979,12.551432648843779,13.958114341023554,1.3459603980347512,53.89949493661167,0.9514563106796117,0,0,2.8340734059456736,0.0,6.280186255462468,0.0,0.0,7.2520790656562895,0.3043106687255204,98.70127424132079,0.0,0.0,0.0,0.0,0.13545434176921844,0.0,0.0,0.0,0.0,0.2752879858016968,0.0,0.0,4.252923204100899,4.617392959572203,0.7176254122641649,nan,nan,0.4789654314517975,0.0,0.7519798874855042,0.0,0.0,0.4789654314517975,0.09250018745660782,1.0,0.0,0.0,0.07085183514864184,0.0,0.1570046563865617,0.0,0.0,0.037000403396205556,0.0015526054526812264,0.503577929802657,0.0,0.0,0.0,0.0,0.6120546460151672,0.0,0.0,0.0,0.0,0.014084077440202236,0.0,0.0,0.0,0.0,0.014084077440202236,0.0,0.0,0.11976955058575818,0.0,0.21317141209781423,0.0,0.0,0.07852472666451504,0.010076997768811624,0.334752555338824,0.0,0.0,0.03927672281861305,0.0,0.7889982461929321,0.0,0.0,619.2422480208958,617.8298651174365,621.8393321515857,nan,nan,58.50015673715469,59.49074863307458,61.22739065259698,nan,nan,0.0,0.0,0.0,nan,nan,621.7448979591836,61.93877551020408,0,620.0,618.0,619.0,623.0,615.0,56.0,59.0,57.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,146,146
