ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
18,1,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,5.0476190476190474,7.303571428571429,0,1,1
18,2,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,65.91428571428571,5.011428571428572,0,2,3
18,3,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,117.15107913669065,4.676258992805756,0,3,5
18,4,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,133.49305555555554,3.9097222222222223,0,4,6
18,5,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,229.27888446215138,7.49402390438247,0,5,9
18,6,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,242.10227272727272,2.715909090909091,0,6,10
18,7,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,299.09859154929575,5.02112676056338,0,7,11
18,8,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,310.74050632911394,5.930379746835443,0,8,12
18,9,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,344.67676767676767,2.797979797979798,0,9,14
18,10,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,403.3252032520325,7.195121951219512,0,10,15
18,11,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,187.8758389261745,8.89261744966443,0,11,27
18,12,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,269.75652173913045,7.091304347826087,0,12,29
18,13,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,357.7,4.427272727272728,0,13,30
18,14,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,369.97938144329896,3.443298969072165,0,14,31
18,15,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,430.1363636363636,10.106060606060606,0,15,39
18,16,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,366.4089068825911,15.927125506072874,0,16,41
18,17,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,28.06907894736842,15.710526315789474,0,17,43
18,18,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,258.73372781065086,14.218934911242604,0,18,45
18,19,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,350.87916666666666,15.483333333333333,0,19,46
18,20,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,216.26141078838174,18.008298755186722,0,20,48
18,21,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,321.383064516129,13.991935483870968,0,21,49
18,22,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,417.1328125,14.73828125,0,22,50
18,23,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,442.6754966887417,12.456953642384105,0,23,51
18,24,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,244.4945054945055,15.908424908424909,0,24,52
18,25,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,379.4811320754717,16.712264150943398,0,25,55
18,26,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,554.6516853932584,18.99250936329588,0,26,56
18,27,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,15.742971887550201,21.694779116465863,0,27,58
18,28,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,202.88028169014083,17.0,0,28,59
18,29,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,455.0902527075812,18.249097472924188,0,29,60
18,30,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,469.14141414141415,18.626262626262626,0,30,61
18,31,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,3.7196261682242993,21.35514018691589,0,31,66
18,32,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,436.2416666666667,23.395833333333332,0,32,68
18,33,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,482.6650246305419,22.65024630541872,0,33,69
18,34,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,42.277056277056275,22.73160173160173,0,34,70
18,35,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,171.444,23.728,0,35,72
18,36,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,192.2972972972973,24.346846846846848,0,36,73
18,37,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,229.23788546255506,25.070484581497798,0,37,74
18,38,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,404.57586206896553,27.127586206896552,0,38,75
18,39,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,531.2085427135678,31.14321608040201,0,39,77
18,40,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,322.44666666666666,30.026666666666667,0,40,81
18,41,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,345.97237569060775,29.955801104972377,0,41,82
18,42,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,422.5615384615385,30.703846153846154,0,42,83
18,43,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,358.890350877193,31.285087719298247,0,43,86
18,44,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,255.81043956043956,31.85989010989011,0,44,88
18,45,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,204.59375,32.294642857142854,0,45,90
18,46,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,335.03973509933775,31.62251655629139,0,46,91
18,47,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,473.4502617801047,34.1151832460733,0,47,92
18,48,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,547.6862068965518,36.689655172413794,0,48,95
18,49,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,54.89772727272727,37.93939393939394,0,49,97
18,50,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,165.16535433070865,33.976377952755904,0,50,98
18,51,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,271.22222222222223,33.23015873015873,0,51,99
18,52,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,303.9047619047619,37.6031746031746,0,52,106
18,53,,,0,0,X3,X3,Y2,Y2,WT1D,WT1D,485.77464788732397,39.375586854460096,0,53,107
