ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
23,1,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,32.64666666666667,3.84,0,1,2
23,2,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,183.8988764044944,2.966292134831461,0,2,10
23,3,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,239.03333333333333,2.1,0,3,13
23,4,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,308.8188405797101,3.6956521739130435,0,4,15
23,5,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,251.66666666666666,7.176029962546816,0,5,24
23,6,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,234.51666666666668,10.7,0,6,30
23,7,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,319.25405405405405,12.118918918918919,0,7,39
23,8,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,332.52649006622516,19.79139072847682,0,8,42
23,9,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,605.35,19.961111111111112,0,9,54
23,10,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,559.0,20.339130434782607,0,10,56
23,11,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,162.92487046632124,29.645077720207254,0,11,62
23,12,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,291.5155555555556,22.746666666666666,0,12,64
23,13,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,316.48366013071893,24.84967320261438,0,13,67
23,14,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,532.9841897233201,26.73517786561265,0,14,69
23,15,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,594.1692307692308,27.497435897435896,0,15,72
23,16,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,572.8762886597938,27.75257731958763,0,16,74
23,17,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,284.67489711934155,31.48148148148148,0,17,76
23,18,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,325.02941176470586,30.0,0,18,77
23,19,,,0,0,X4,X4,Y2,Y2,WT1D,WT1D,274.3076923076923,35.48582995951417,0,19,79
