ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
24,1,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,3.2209302325581395,4.988372093023256,0,1,1
24,2,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,15.196296296296296,7.637037037037037,0,2,2
24,3,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,45.97826086956522,3.8115942028985508,0,3,3
24,4,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,93.1842105263158,6.2443609022556394,0,4,4
24,5,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,133.71969696969697,3.537878787878788,0,5,6
24,6,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,398.6354166666667,3.84375,0,6,20
24,7,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,427.8,2.5428571428571427,0,7,22
24,8,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,59.163987138263664,10.180064308681672,0,8,30
24,9,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,74.89595375722543,5.2485549132947975,0,9,31
24,10,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,109.0,13.048148148148147,0,10,44
24,11,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,4.182170542635659,24.926356589147286,0,11,62
24,12,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,45.516666666666666,20.904166666666665,0,12,63
24,13,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,77.60554371002132,22.437100213219615,0,13,64
24,14,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,96.72272727272727,21.618181818181817,0,14,69
24,15,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,59.68926553672316,26.259887005649716,0,15,84
24,16,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,39.64102564102564,29.666666666666668,0,16,95
24,17,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,248.951871657754,35.46524064171123,0,17,99
24,18,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,403.2105263157895,31.67543859649123,0,18,101
24,19,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,491.40372670807454,32.24223602484472,0,19,103
24,20,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,284.15211970074813,42.97506234413965,0,20,109
24,21,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,47.44144144144144,38.3018018018018,0,21,111
24,22,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,91.35911602209944,37.30386740331492,0,22,112
24,23,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,30.533333333333335,38.304761904761904,0,23,115
24,24,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,63.2378223495702,45.18051575931232,0,24,124
24,25,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,11.324,49.526,0,25,126
24,26,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,35.77224199288256,49.07829181494662,0,26,127
24,27,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,429.9226804123711,46.597938144329895,0,27,134
24,28,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,58.96186440677966,63.47457627118644,0,28,171
24,29,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,5.608333333333333,68.79166666666667,0,29,177
24,30,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,51.18385650224215,75.0762331838565,0,30,195
24,31,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,606.1986531986532,74.61616161616162,0,31,199
24,32,,,0,0,X4,X4,Y3,Y3,WT1D,WT1D,35.51428571428571,77.58857142857143,0,32,200
