ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Nuclei_Count,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_TZone,Parent_WhitePulp
28,1,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,102054,181440,630,630,342,0,491.83493052697594,311.07229505947834,2.7454044098329318,0.9361021007791737,360.4707873023864,1,0.5624669312169313,0.364245062191349,665.0977646175702,678.7238024410224,109.0,36.085991086451926,31.38470965295043,265.59901269350866,233.93376271258967,0.3246761792824398,1876.390006413483,0.75082768058151,368,491.83493052697594,311.07229505947834,1,1,1
28,2,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,7056,9588,34,530,0,248,13.323270975056689,376.45847505668934,3.9533283686126444,0.9925582094778197,94.78385003602305,1,0.7359198998748435,0.2529514137857801,282.82959245239215,281.00177935379696,17.0,7.243784128931156,7.0,33.0,34.44047058893397,-0.02540475483651564,592.0599205235723,0.9505590731510171,23,13.323270975056689,376.45847505668934,2,0,2
