ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
28,1,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,396.7142857142857,3.1925465838509317,0,1,12
28,2,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,482.47679324894517,4.69198312236287,0,2,15
28,3,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,518.2361111111111,7.055555555555555,0,3,16
28,4,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,566.4733333333334,3.9,0,4,18
28,5,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,432.9792899408284,10.449704142011834,0,5,21
28,6,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,532.8787878787879,1.393939393939394,0,6,23
28,7,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,555.0080971659919,11.20242914979757,0,7,24
28,8,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,534.5478547854785,13.772277227722773,0,8,31
28,9,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,396.140350877193,13.891228070175439,0,9,37
28,10,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,33.86206896551724,16.25862068965517,0,10,41
28,11,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,5.963855421686747,20.05421686746988,0,11,43
28,12,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,464.872,16.912,0,12,48
28,13,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,279.17857142857144,20.889880952380953,0,13,52
28,14,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,407.18232044198896,24.154696132596683,0,14,61
28,15,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,468.60227272727275,29.920454545454547,0,15,64
28,16,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,551.489417989418,29.005291005291006,0,16,65
28,17,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,624.65625,27.69375,0,17,66
28,18,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,190.82517482517483,28.996503496503497,0,18,67
28,19,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,530.2380952380952,29.71062271062271,0,19,71
28,20,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,2.9647058823529413,31.305882352941175,0,20,76
28,21,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,139.48474576271187,34.04406779661017,0,21,77
28,22,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,515.0480769230769,34.29807692307692,0,22,80
28,23,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,580.8206106870228,34.69083969465649,0,23,84
28,24,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,406.7470238095238,39.419642857142854,0,24,87
28,25,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,485.37984496124034,37.06201550387597,0,25,88
