ImageNumber,ObjectNumber,Metadata_ChannelNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_X,Metadata_X,Metadata_Y,Metadata_Y,Metadata_image,Metadata_image,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
28,1,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,212.82828282828282,3.9797979797979797,0,1,5
28,2,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,396.7142857142857,3.1925465838509317,0,2,12
28,3,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,594.2834645669292,5.8858267716535435,0,3,19
28,4,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,225.5,5.668421052631579,0,4,20
28,5,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,555.0080971659919,11.20242914979757,0,5,24
28,6,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,612.896265560166,12.522821576763485,0,6,35
28,7,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,623.7142857142857,10.82967032967033,0,7,36
28,8,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,597.936,19.012,0,8,50
28,9,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,567.6736842105263,20.389473684210525,0,9,54
28,10,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,228.22021660649818,25.75451263537906,0,10,60
28,11,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,624.65625,27.69375,0,11,66
28,12,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,610.4143426294821,30.796812749003983,0,12,68
28,13,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,164.35658914728683,30.406976744186046,0,13,69
28,14,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,594.787072243346,32.38403041825095,0,14,75
28,15,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,580.8206106870228,34.69083969465649,0,15,84
28,16,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,235.34848484848484,40.5959595959596,0,16,96
28,17,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,387.409375,45.203125,0,17,99
28,18,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,571.6407766990292,48.23948220064725,0,18,113
28,19,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,589.8503937007874,50.496062992125985,0,19,117
28,20,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,605.1066666666667,51.376666666666665,0,20,118
28,21,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,621.957264957265,55.93589743589744,0,21,130
28,22,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,581.9021406727828,65.47400611620795,0,22,152
28,23,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,545.2095238095238,68.89761904761905,0,23,154
28,24,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,345.5923566878981,73.47770700636943,0,24,170
28,25,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,356.89497716894977,74.18721461187215,0,25,176
28,26,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,585.7588235294118,77.34117647058824,0,26,186
28,27,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,600.0700934579439,85.29439252336448,0,27,192
28,28,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,556.9239130434783,86.41847826086956,0,28,197
28,29,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,543.3681818181818,85.88181818181818,0,29,199
28,30,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,585.1912568306011,87.16939890710383,0,30,202
28,31,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,570.3509933774834,93.63245033112582,0,31,212
28,32,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,623.0114068441064,93.54752851711027,0,32,213
28,33,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,506.07511737089203,94.64319248826291,0,33,222
28,34,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,350.8030769230769,101.75384615384615,0,34,229
28,35,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,587.9870689655172,99.5646551724138,0,35,230
28,36,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,440.97574123989216,103.7654986522911,0,36,233
28,37,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,422.0993788819876,101.07453416149069,0,37,239
28,38,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,503.2814814814815,109.15925925925926,0,38,247
28,39,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,601.027027027027,109.68725868725869,0,39,249
28,40,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,566.4882943143813,108.7324414715719,0,40,255
28,41,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,518.5714285714286,112.15306122448979,0,41,262
28,42,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,595.4298642533937,124.64253393665159,0,42,280
28,43,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,170.11111111111111,126.6962962962963,0,43,288
28,44,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,607.1557788944724,138.92964824120602,0,44,308
28,45,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,556.7756756756756,142.35135135135135,0,45,310
28,46,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,593.8976377952756,137.0236220472441,0,46,311
28,47,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,572.337552742616,139.9746835443038,0,47,313
28,48,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,489.69026548672565,141.13274336283186,0,48,319
28,49,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,532.1859296482412,142.54773869346732,0,49,324
28,50,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,279.17295597484275,147.50314465408806,0,50,326
28,51,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,174.65666666666667,148.20666666666668,0,51,327
28,52,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,505.6901408450704,148.18779342723005,0,52,328
28,53,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,12.878048780487806,150.3170731707317,0,53,329
28,54,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,583.7978723404256,147.1595744680851,0,54,330
28,55,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,487.79473684210524,150.8421052631579,0,55,336
28,56,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,570.6684491978609,154.0909090909091,0,56,343
28,57,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,500.9911504424779,156.57522123893804,0,57,348
28,58,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,452.28650137741045,163.11845730027548,0,58,358
28,59,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,486.2292490118577,163.55335968379447,0,59,360
28,60,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,269.45868945868943,164.2962962962963,0,60,362
28,61,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,46.11827956989247,164.08064516129033,0,61,370
28,62,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,618.4074074074074,172.0888888888889,0,62,387
28,63,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,47.81972789115646,177.0578231292517,0,63,391
28,64,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,589.0483870967741,183.18548387096774,0,64,399
28,65,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,604.1740506329114,189.03164556962025,0,65,412
28,66,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,118.5814606741573,189.26966292134833,0,66,414
28,67,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,481.80707395498393,190.443729903537,0,67,416
28,68,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,149.21019108280254,189.88535031847132,0,68,421
28,69,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,583.817120622568,200.0739299610895,0,69,430
28,70,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,541.0973451327434,200.76991150442478,0,70,436
28,71,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,571.5975609756098,200.6951219512195,0,71,442
28,72,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,531.4862745098039,210.78823529411764,0,72,459
28,73,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,57.708641975308645,217.68641975308643,0,73,467
28,74,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,501.7325581395349,215.9418604651163,0,74,477
28,75,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,488.32456140350877,223.7280701754386,0,75,487
28,76,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,474.1349480968858,248.18685121107268,0,76,526
28,77,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,69.86689419795222,259.8259385665529,0,77,534
28,78,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,50.148337595907925,262.9181585677749,0,78,541
28,79,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,525.352,284.02133333333336,0,79,579
28,80,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,560.7239057239058,287.1952861952862,0,80,584
28,81,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,534.4605263157895,300.1513157894737,0,81,608
28,82,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,496.9778761061947,303.429203539823,0,82,609
28,83,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,450.9295154185022,312.13656387665196,0,83,628
28,84,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,326.0519877675841,321.61467889908255,0,84,644
28,85,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,119.33620689655173,353.764367816092,0,85,697
28,86,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,77.75666666666666,357.85,0,86,709
28,87,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,132.76657060518733,392.53314121037465,0,87,762
28,88,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,616.7375,422.04375,0,88,825
28,89,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,122.47083333333333,436.92083333333335,0,89,856
28,90,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,62.57564575645756,444.77121771217713,0,90,874
28,91,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,312.14772727272725,451.1363636363636,0,91,891
28,92,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,454.65361445783134,480.8433734939759,0,92,962
28,93,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,410.2877358490566,591.5,0,93,1196
28,94,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,620.6033898305085,595.0983050847458,0,94,1201
28,95,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,110.183908045977,597.7758620689655,0,95,1205
28,96,,,0,0,X5,X5,Y2,Y2,WT1D,WT1D,153.24834437086093,604.1225165562914,0,96,1217
